編號,時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
ID_00334,105年1月,松山區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_00335,105年1月,松山區,不明,不明,40-未滿65歲,2,其他家虐,3
ID_00336,105年1月,松山區,不明,不明,40-未滿65歲,2,婚姻暴力,12
ID_00337,105年1月,松山區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00338,105年1月,松山區,不明,不明,40-未滿65歲,1,其他家虐,2
ID_00339,105年1月,松山區,不明,不明,40-未滿65歲,1,婚姻暴力,5
ID_00340,105年1月,松山區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00341,105年1月,松山區,不明,不明,65歲以上, ,兒少保護,1
ID_00342,105年1月,松山區,不明,不明,65歲以上,1,老人虐待,1
ID_00343,105年1月,松山區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00344,105年1月,松山區,不明,不明,6-未滿12歲,1,非保護性案件,2
ID_00345,105年1月,松山區,不明,不明,未滿6歲,2,兒少保護,2
ID_00346,105年1月,松山區,不明,不明,未滿6歲,1,兒少保護,2
ID_00347,105年1月,松山區,中正里,63000010026,40-未滿65歲,2,其他家虐,1
ID_00348,105年1月,松山區,民有里,63000010016,40-未滿65歲,1,婚姻暴力,1
ID_00349,105年1月,松山區,吉仁里,63000010029,20-未滿40歲,2,婚姻暴力,1
ID_00350,105年1月,松山區,東榮里,63000010003,20-未滿40歲,1,婚姻暴力,1
ID_00351,105年1月,松山區,莊敬里,63000010002,40-未滿65歲,2,婚姻暴力,1
ID_00352,105年1月,松山區,龍田里,63000010012,20-未滿40歲,2,其他家虐,1
ID_00353,105年1月,松山區,龍田里,63000010012,20-未滿40歲,2,婚姻暴力,1
ID_00354,105年1月,信義區,三犁里,63000020031,40-未滿65歲,2,婚姻暴力,1
ID_00355,105年1月,信義區,大道里,63000020026,20-未滿40歲,1,婚姻暴力,1
ID_00356,105年1月,信義區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_00357,105年1月,信義區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00358,105年1月,信義區,不明,不明,20-未滿40歲,2,其他家虐,2
ID_00359,105年1月,信義區,不明,不明,20-未滿40歲,2,非保護性案件,2
ID_00360,105年1月,信義區,不明,不明,20-未滿40歲,2,婚姻暴力,13
ID_00361,105年1月,信義區,不明,不明,20-未滿40歲,1,其他家虐,1
ID_00362,105年1月,信義區,不明,不明,20-未滿40歲,1,婚姻暴力,4
ID_00363,105年1月,信義區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00364,105年1月,信義區,不明,不明,40-未滿65歲,2,婚姻暴力,16
ID_00365,105年1月,信義區,不明,不明,40-未滿65歲,1,其他家虐,6
ID_00366,105年1月,信義區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_00367,105年1月,信義區,不明,不明,40-未滿65歲,1,婚姻暴力,1
ID_00368,105年1月,信義區,不明,不明,65歲以上,2,老人虐待,4
ID_00369,105年1月,信義區,不明,不明,65歲以上,1,老人虐待,3
ID_00370,105年1月,信義區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00371,105年1月,信義區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_00372,105年1月,信義區,不明,不明,未滿6歲, ,非保護性案件,1
ID_00373,105年1月,信義區,中行里,63000020025,40-未滿65歲,2,婚姻暴力,1
ID_00374,105年1月,信義區,中行里,63000020025,40-未滿65歲,1,其他家虐,1
ID_00375,105年1月,信義區,中行里,63000020025,40-未滿65歲,1,婚姻暴力,1
ID_00376,105年1月,信義區,四育里,63000020016,40-未滿65歲,2,其他家虐,1
ID_00377,105年1月,信義區,永春里,63000020018,20-未滿40歲,2,婚姻暴力,1
ID_00378,105年1月,信義區,永春里,63000020018,65歲以上,2,老人虐待,1
ID_00379,105年1月,信義區,長春里,63000020015,40-未滿65歲,2,非保護性案件,1
ID_00380,105年1月,信義區,泰和里,63000020033,12-未滿18歲,1,其他家虐,1
ID_00381,105年1月,信義區,惠安里,63000020029,20-未滿40歲,2,其他家虐,1
ID_00382,105年1月,信義區,惠安里,63000020029,65歲以上,1,老人虐待,1
ID_00383,105年1月,信義區,雙和里,63000020036,40-未滿65歲,2,其他家虐,1
ID_00384,105年1月,南港區,九如里,63000090018,20-未滿40歲,2,非保護性案件,1
ID_00385,105年1月,南港區,九如里,63000090018,6-未滿12歲,1,非保護性案件,1
ID_00386,105年1月,南港區,三重里,63000090004,20-未滿40歲,2,婚姻暴力,1
ID_00387,105年1月,南港區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00388,105年1月,南港區,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_00389,105年1月,南港區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_00390,105年1月,南港區,不明,不明,20-未滿40歲,2,其他家虐,1
ID_00391,105年1月,南港區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00392,105年1月,南港區,不明,不明,20-未滿40歲,2,婚姻暴力,5
ID_00393,105年1月,南港區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_00394,105年1月,南港區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00395,105年1月,南港區,不明,不明,40-未滿65歲,2,其他家虐,3
ID_00396,105年1月,南港區,不明,不明,40-未滿65歲,2,婚姻暴力,2
ID_00397,105年1月,南港區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00398,105年1月,南港區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00399,105年1月,南港區,不明,不明,65歲以上,2,老人虐待,1
ID_00400,105年1月,南港區,不明,不明,65歲以上,1,老人虐待,2
ID_00401,105年1月,南港區,不明,不明,6-未滿12歲,2,兒少保護,2
ID_00402,105年1月,南港區,不明,不明,未滿6歲,1,兒少保護,1
ID_00403,105年1月,南港區,中南里,63000090002,40-未滿65歲,2,其他家虐,1
ID_00404,105年1月,南港區,中研里,63000090017,65歲以上,2,老人虐待,1
ID_00405,105年1月,南港區,成福里,63000090011,20-未滿40歲,1,其他家虐,1
ID_00406,105年1月,南港區,成福里,63000090011,65歲以上,2,婚姻暴力,1
ID_00407,105年1月,萬華區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00408,105年1月,萬華區,不明,不明,12-未滿18歲, ,兒少保護,1
ID_00409,105年1月,萬華區,不明,不明,12-未滿18歲,1,其他家虐,1
ID_00410,105年1月,萬華區,不明,不明,20-未滿40歲,2,其他家虐,9
ID_00411,105年1月,萬華區,不明,不明,20-未滿40歲,2,婚姻暴力,13
ID_00412,105年1月,萬華區,不明,不明,20-未滿40歲, ,其他家虐,1
ID_00413,105年1月,萬華區,不明,不明,20-未滿40歲,1,其他家虐,5
ID_00414,105年1月,萬華區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_00415,105年1月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,5
ID_00416,105年1月,萬華區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00417,105年1月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,9
ID_00418,105年1月,萬華區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_00419,105年1月,萬華區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_00420,105年1月,萬華區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_00421,105年1月,萬華區,不明,不明,65歲以上,2,老人虐待,3
ID_00422,105年1月,萬華區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00423,105年1月,萬華區,不明,不明,65歲以上,1,老人虐待,2
ID_00424,105年1月,萬華區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00425,105年1月,萬華區,不明,不明,未滿6歲,1,兒少保護,3
ID_00426,105年1月,萬華區,不明,不明,未滿6歲,1,非保護性案件,1
ID_00427,105年1月,萬華區,日善里,63000070020,40-未滿65歲,2,其他家虐,1
ID_00428,105年1月,萬華區,和德里,63000070024,20-未滿40歲,2,婚姻暴力,1
ID_00429,105年1月,萬華區,忠貞里,63000070034,40-未滿65歲,2,婚姻暴力,1
ID_00430,105年1月,萬華區,忠德里,63000070022,40-未滿65歲,1,其他家虐,1
ID_00431,105年1月,萬華區,凌霄里,63000070035,12-未滿18歲,2,非保護性案件,1
ID_00432,105年1月,萬華區,凌霄里,63000070035,20-未滿40歲,2,婚姻暴力,1
ID_00433,105年1月,萬華區,新和里,63000070014,65歲以上,1,老人虐待,1
ID_00434,105年1月,萬華區,銘德里,63000070028,20-未滿40歲,2,其他家虐,1
ID_00435,105年2月,士林區,三玉里,63000110033,40-未滿65歲,2,其他家虐,1
ID_00436,105年2月,士林區,三玉里,63000110033,40-未滿65歲,1,其他家虐,1
ID_00437,105年2月,士林區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_00438,105年2月,士林區,不明,不明,12-未滿18歲,2,非保護性案件,2
ID_00439,105年2月,士林區,不明,不明,12-未滿18歲,1,兒少保護,2
ID_00440,105年2月,士林區,不明,不明,18-未滿20歲,2,婚姻暴力,1
ID_00441,105年2月,士林區,不明,不明,18-未滿20歲,1,其他家虐,1
ID_00442,105年2月,士林區,不明,不明,20-未滿40歲,2,其他家虐,4
ID_00443,105年2月,士林區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00444,105年2月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,12
ID_00445,105年2月,士林區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_00446,105年2月,士林區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00447,105年2月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,6
ID_00448,105年2月,士林區,不明,不明,40-未滿65歲,1,其他家虐,7
ID_00449,105年2月,士林區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_00450,105年2月,士林區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_00451,105年2月,士林區,不明,不明,65歲以上,2,老人虐待,4
ID_00452,105年2月,士林區,不明,不明,65歲以上,2,非保護性案件,1
ID_00453,105年2月,士林區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00454,105年2月,士林區,不明,不明,65歲以上, ,兒少保護,1
ID_00455,105年2月,士林區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00456,105年2月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_00457,105年2月,士林區,不明,不明,未滿6歲,1,兒少保護,2
ID_00458,105年2月,士林區,不明,不明,未滿6歲,1,非保護性案件,1
ID_00459,105年2月,士林區,天母里,63000110042,40-未滿65歲,2,婚姻暴力,1
ID_00460,105年2月,士林區,天和里,63000110039,20-未滿40歲,2,其他家虐,1
ID_00461,105年2月,士林區,天和里,63000110039,20-未滿40歲,2,婚姻暴力,1
ID_00462,105年2月,士林區,名山里,63000110026,40-未滿65歲,1,其他家虐,1
ID_00463,105年2月,士林區,百齡里,63000110011,40-未滿65歲,2,婚姻暴力,1
ID_00464,105年2月,士林區,百齡里,63000110011,65歲以上,2,老人虐待,1
ID_00465,105年2月,士林區,岩山里,63000110025,20-未滿40歲,2,婚姻暴力,1
ID_00466,105年2月,士林區,岩山里,63000110025,20-未滿40歲,1,婚姻暴力,1
ID_00467,105年2月,士林區,岩山里,63000110025,6-未滿12歲,2,兒少保護,1
ID_00468,105年2月,士林區,承德里,63000110012,65歲以上,2,婚姻暴力,1
ID_00469,105年2月,士林區,東山里,63000110032,40-未滿65歲,2,婚姻暴力,1
ID_00470,105年2月,士林區,社園里,63000110021,40-未滿65歲,2,其他家虐,1
ID_00471,105年2月,士林區,富光里,63000110016,20-未滿40歲,2,婚姻暴力,2
ID_00472,105年2月,士林區,富洲里,63000110024,20-未滿40歲,2,婚姻暴力,1
ID_00473,105年2月,士林區,聖山里,63000110029,20-未滿40歲,2,婚姻暴力,1
ID_00474,105年2月,士林區,聖山里,63000110029,40-未滿65歲,2,婚姻暴力,1
ID_00475,105年2月,士林區,聖山里,63000110029,40-未滿65歲,1,婚姻暴力,1
ID_00476,105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,2,非保護性案件,1
ID_00477,105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,2,婚姻暴力,1
ID_00478,105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,1,其他家虐,1
ID_00479,105年2月,士林區,福中里,63000110009,40-未滿65歲,2,其他家虐,1
ID_00480,105年2月,士林區,福志里,63000110005,20-未滿40歲,2,婚姻暴力,1
ID_00481,105年2月,士林區,福佳里,63000110007,12-未滿18歲,1,兒少保護,1
ID_00482,105年2月,士林區,福林里,63000110003,40-未滿65歲,1,婚姻暴力,1
ID_00483,105年2月,士林區,福華里,63000110013,20-未滿40歲,1,其他家虐,1
ID_00484,105年2月,士林區,舊佳里,63000110006,40-未滿65歲,1,其他家虐,1
ID_00485,105年2月,士林區,舊佳里,63000110006,65歲以上,2,老人虐待,1
ID_00486,105年2月,大同區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00487,105年2月,大同區,不明,不明,20-未滿40歲,2,其他家虐,5
ID_00488,105年2月,大同區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00489,105年2月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,7
ID_00490,105年2月,大同區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_00491,105年2月,大同區,不明,不明,20-未滿40歲,1,婚姻暴力,3
ID_00492,105年2月,大同區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00493,105年2月,大同區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00494,105年2月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,11
ID_00495,105年2月,大同區,不明,不明,40-未滿65歲, ,其他家虐,1
ID_00496,105年2月,大同區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_00497,105年2月,大同區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_00498,105年2月,大同區,不明,不明,65歲以上,2,老人虐待,3
ID_00499,105年2月,大同區,不明,不明,65歲以上,2,婚姻暴力,1
ID_00500,105年2月,大同區,不明,不明,65歲以上,1,老人虐待,2
ID_00501,105年2月,大同區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00502,105年2月,大同區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00503,105年2月,大同區,不明,不明,未滿6歲,2,非保護性案件,1
ID_00504,105年2月,大同區,不明,不明,未滿6歲,1,兒少保護,1
ID_00505,105年2月,大同區,民權里,63000060013,12-未滿18歲,1,兒少保護,1
ID_00506,105年2月,大同區,民權里,63000060013,40-未滿65歲,1,其他家虐,1
ID_00507,105年2月,大同區,至聖里,63000060022,65歲以上,2,老人虐待,1
ID_00508,105年2月,大同區,保安里,63000060026,40-未滿65歲,1,非保護性案件,1
ID_00509,105年2月,大同區,建功里,63000060003,40-未滿65歲,2,其他家虐,1
ID_00510,105年2月,大安區,大學里,63000030043,20-未滿40歲,2,婚姻暴力,1
ID_00511,105年2月,大安區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_00512,105年2月,大安區,不明,不明,12-未滿18歲, ,非保護性案件,1
ID_00513,105年2月,大安區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00514,105年2月,大安區,不明,不明,20-未滿40歲,2,其他家虐,1
ID_00515,105年2月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,11
ID_00516,105年2月,大安區,不明,不明,40-未滿65歲,2,其他家虐,4
ID_00517,105年2月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,8
ID_00518,105年2月,大安區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00519,105年2月,大安區,不明,不明,40-未滿65歲,1,婚姻暴力,6
ID_00520,105年2月,大安區,不明,不明,65歲以上,2,老人虐待,1
ID_00521,105年2月,大安區,不明,不明,65歲以上,2,其他家虐,1
ID_00522,105年2月,大安區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00523,105年2月,大安區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00524,105年2月,大安區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_00525,105年2月,大安區,不明,不明,未滿6歲,2,兒少保護,1
ID_00526,105年2月,大安區,不明,不明,未滿6歲,1,兒少保護,1
ID_00527,105年2月,大安區,建倫里,63000030050,40-未滿65歲,2,婚姻暴力,1
ID_00528,105年2月,大安區,通化里,63000030031,20-未滿40歲,2,婚姻暴力,1
ID_00529,105年2月,大安區,通化里,63000030031,20-未滿40歲,1,其他家虐,2
ID_00530,105年2月,大安區,通化里,63000030031,40-未滿65歲,2,婚姻暴力,1
ID_00531,105年2月,大安區,敦煌里,63000030053,20-未滿40歲,2,其他家虐,1
ID_00532,105年2月,大安區,群英里,63000030037,40-未滿65歲,2,婚姻暴力,1
ID_00533,105年2月,大安區,福住里,63000030017,40-未滿65歲,2,婚姻暴力,1
ID_00534,105年2月,大安區,德安里,63000030001,20-未滿40歲,1,非保護性案件,1
ID_00535,105年2月,大安區,黎元里,63000030046,20-未滿40歲,1,其他家虐,1
ID_00536,105年2月,大安區,黎孝里,63000030047,40-未滿65歲,2,婚姻暴力,1
ID_00537,105年2月,大安區,黎和里,63000030048,20-未滿40歲,2,其他家虐,1
ID_00538,105年2月,大安區,黎和里,63000030048,40-未滿65歲,1,婚姻暴力,1
ID_00539,105年2月,大安區,錦安里,63000030016,20-未滿40歲,1,婚姻暴力,1
ID_00540,105年2月,大安區,錦安里,63000030016,40-未滿65歲,1,其他家虐,1
ID_00541,105年2月,大安區,龍生里,63000030028,40-未滿65歲,2,婚姻暴力,1
ID_00542,105年2月,大安區,龍圖里,63000030022,40-未滿65歲,2,婚姻暴力,1
ID_00543,105年2月,大安區,龍圖里,63000030022,65歲以上,2,婚姻暴力,1
ID_00544,105年2月,不明,不明,不明,12-未滿18歲,2,兒少保護,4
ID_00545,105年2月,不明,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00546,105年2月,不明,不明,不明,12-未滿18歲,1,兒少保護,2
ID_00547,105年2月,不明,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00548,105年2月,不明,不明,不明,18-未滿20歲,2,其他家虐,2
ID_00549,105年2月,不明,不明,不明,18-未滿20歲,2,婚姻暴力,1
ID_00550,105年2月,不明,不明,不明,18-未滿20歲,1,非保護性案件,1
ID_00551,105年2月,不明,不明,不明,20-未滿40歲,2,其他家虐,9
ID_00552,105年2月,不明,不明,不明,20-未滿40歲,2,非保護性案件,2
ID_00553,105年2月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,14
ID_00554,105年2月,不明,不明,不明,20-未滿40歲, ,婚姻暴力,1
ID_00555,105年2月,不明,不明,不明,20-未滿40歲,1,非保護性案件,2
ID_00556,105年2月,不明,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00557,105年2月,不明,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00558,105年2月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,14
ID_00559,105年2月,不明,不明,不明,40-未滿65歲, ,婚姻暴力,2
ID_00560,105年2月,不明,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00561,105年2月,不明,不明,不明,65歲以上,2,兒少保護,2
ID_00562,105年2月,不明,不明,不明,65歲以上,2,非保護性案件,3
ID_00563,105年2月,不明,不明,不明,65歲以上,2,婚姻暴力,1
ID_00564,105年2月,不明,不明,不明,65歲以上, ,非保護性案件,8
ID_00565,105年2月,不明,不明,不明,6-未滿12歲,2,非保護性案件,2
ID_00566,105年2月,不明,不明,不明,6-未滿12歲, ,兒少保護,1
ID_00567,105年2月,不明,不明,不明,6-未滿12歲,1,兒少保護,2
ID_00568,105年2月,不明,不明,不明,6-未滿12歲,1,非保護性案件,1
